Name,Id,Price,Pages,Author,Language,Type
The DPU and you,QDKWL31857,8511,3722,Irving Wallace,English,Drama
The education of the gifted and talented : a position statement and proposed actions,UCBZT54047,9814,3257,Nora Roberts,German,Comic
"Comments on current questions: big issues of an off year; silver, the tariff, tin plates, the commercial marine, reciprocity",UDGYI73897,6850,1430,Robin Cook,Urdu,Psychology
"Community benefits best practices : a compendium of program summaries submitted by Massachusetts hospitals, HMO's and community health advocates",XDFLR63530,3910,3594,Rumiko Takahashi,English,History
Comprehensive mental health service plan,LZUHV67510,1547,2840,Agatha Christie,Turkish,Mystery
Current parole admission and release trends at the Massachusetts Department of Correction,CZKKH10899,1057,2690,Gosho Aoyama,Spanish,History
Economics of solar warer heaters : a guide for evaluating the cost-effectiveness of active solar water heating systems in Massachusetts,ELNYL44221,3836,514,Yasuo Uchida,German,Psychology
Arts and humanities : some questions and answers on the Council,BHDCE21074,1017,3247,Stan and Jan Berenstain,Spanish,Mystery
Brief guide to the state forests and other state reservations,QYDXY60604,8772,1362,Roald Dahl,French,Mathematics
Annual report,HRRLM11467,5956,3287,Louis L'Amour,Turkish,Technical
Annual report,GWKXP96687,3903,785,Gosho Aoyama,Spanish,Drama
Annual report,VKWFO77951,3468,2066,René Goscinny,French,Comic
Annual report,MIZMT56121,6382,1062,Tite Kubo,Spanish,Psychology
Annual report,MFHMM26439,5878,695,Michael Crichton,German,Classic
Annual report,QCLSU41911,6800,548,Roald Dahl,German,Science
Annual report for the fiscal year ending ...,UGVXY76688,6646,2334,Hirohiko Araki,German,Science
Annual report of the Civil Service Commissioners of Massachusetts,MYHVP19114,5790,4263,J. K. Rowling,Japanise,Thriller
Annual report of the Commissioner of Insurance for the year ending ...,ZVWFZ82690,2708,132,Danielle Steel,Korean,Meta Fiction
Annual report of the Commissioner of Insurance for the year ending ...,ZAUFM17331,6000,4201,Danielle Steel,Russian,Literary
Annual report of the Commission on Economy and Efficiency,CGIPL37985,5255,3358,Paulo Coelho,Turkish,Medicine
Annual report of the Commissioner of Banks for the year ..,OHJFT65542,6560,2118,Moiz ul Haq,English,Classic
Annual report of the Commissioner of Civil Service for the year ending ...,DFQUK94483,5004,2087,René Goscinny,Spanish,Comic
Annual report of the Commissioner of Insurance for the year ending ...,BRIYB66020,1350,2279,Horatio Alger,Korean,Suspense
Annual report of the Commissioner of Banks for the year ending ..,LPCDP54169,6476,1428,Leo Tolstoy,Russian,History
Annual report of the Department of Labor and Industries ..,IONRQ33753,3877,2185,Barbara Cartland,Russian,Medicine
Annual report of the Department of Education,MLZDD81809,8097,2825,Alexander Pushkin,Russian,Realistic Fiction
Annual report of the Hatch Experiment Station of the Massachusetts Agricultural College,WYZEZ75413,7159,1706,Robert Ludlum,Japanise,Mathematics
Transactions of the Massachusetts Horticultural Society,KTHEK29765,1019,152,J. R. R. Tolkien,Russian,Poetry
Transition report of the Rate Setting Commission : a report for the consideration of the incoming administration,UBFTF95527,8241,1544,Mary Higgins Clark,Japanise,Short Story
Uniform crime reports,XDGYL88245,7837,3827,Debbie Macomber,Urdu,Literary
University Avenue/I-95/I-93 regional traffic study,YAUGL11278,1937,1861,Enid Blyton,Spanish,Suspense
"University of Massachusetts at Amherst faculty meeting minutes, 1872-1962",PWCYZ52462,4711,3822,Edgar Wallace,Japanise,Mathematics
"University of Massachusetts Board of Trustees records, 1836-2010",VKZVY59326,3428,1632,Georges Simenon,English,Technical
"University of Massachusetts Board of Trustees records, 1836-2010",CPATR63820,3323,1500,Dr. Seuss,German,Classic
"University of Massachusetts Board of Trustees records, 1836-2010",MDQQC79232,9246,973,Ann M. Martin,Urdu,Crime
"University of Massachusetts Board of Trustees records, 1836-2010",TABUL85718,6110,1094,Mary Higgins Clark,Turkish,Drama
"University of Massachusets reports : Reports, 1956/1957-1977/1978",CKWUC54357,7500,800,Evan Hunter,Japanise,Crime
"University of Massachusets reports : Reports, 1956/1957-1977/1978",SAQGN49014,1477,994,James Patterson,English,Horror
"University of Massachusets reports : Reports, 1956/1957-1977/1978",CPXJM96705,8044,1489,Corín Tellado,English,Classic
"University of Massachusetts Board of Trustees records, 1836-2010",NECZM29213,1562,295,Ian Fleming,Urdu,Thriller
"University of Massachusetts Board of Trustees records, 1836-2010",LAHCG11418,3062,2275,Gilbert Patten,German,Realistic Fiction
"Letterpress copybook, 1879 May-1880 December",BTLDN13905,7891,4117,James A. Michener,Urdu,Technical
The Urban development action grant program in Massachusetts : a status report,JFHKL94806,1953,2223,Judith Krantz,Russian,History
"Third Harbor Tunnel, Interstate 90/Central Artery, Interstate 93, Boston, Massachusetts : final environmental impact statement/report and final section 4 (f) evaluation",JMBZH54615,6310,4008,Anne Rice,Japanise,Mystery
Three NEA monographs on arts participation : a research digest,YURYN71199,5418,2904,Dan Brown,Korean,Drama
Transactions of the Worcester North Agricultural Society,ITOCX53369,5944,3101,Masashi Kishimoto,Japanise,Psychology
Tobacco litigation team report,UNZME96194,7101,1181,Georges Simenon,German,Suspense
A three-tiered approach to developing a family-centered child welfare practice,BICXN52537,3779,3145,Astrid Lindgren,Urdu,Psychology
"Title III in Massachusetts / an evaluation : a study of variables related to success, continuation, and dissemination of Title III projects",WIURV33938,9241,1092,Rex Stout,Korean,Thriller
"A special report on the Attorney General's response to the home improvement and mortgage scams in Massachusetts : enforcement, legislation and regulation",UCVLA20728,7250,1788,Alexander Pushkin,Urdu,Poetry
The speakers bureau,KEZMX30006,6185,1266,Jirō Akagawa,English,Mystery
Species for special consideration in Massachusetts,PNHDA51984,3087,808,Dean Koontz,German,Poetry
"Sol, piedra y sombras : veinte cuentistas mexicanos : guía del maestro",AELAC35733,7974,928,Edgar Rice Burroughs,Korean,Horror
South corridor bus service study,HIOFC92664,6387,4075,Stephen King,German,Psychology
Report of the Chief of the Massachusetts District Police,UINNN31156,3076,1418,Irving Wallace,English,Meta Fiction
Report of the Probate and Family Court on the backlog of child welfare cases,IFNLF69043,2008,1108,Erle Stanley Gardner,German,Science
Report of the Public Employee Retirement Administration Commission : relative to the early intervention program for injured public employees and educational programs for safety in the workplace : (under section 14 of chapter 427 of the Acts of 1996 and amended by section 9 of chapter 17 of the Acts of 1997),IGVGF72107,2604,3665,Alistair MacLean,Russian,Comic
Report of the Registries of Deeds Transfer Study Committee,GYIME18198,2660,1717,Janet Dailey,German,Suspense
Report of the viticultural work,QSYFP96396,5613,3836,Mary Higgins Clark,Urdu,Medicine
Report of the viticultural work,ZBUQX43648,7487,3257,Roger Hargreaves,Spanish,Crime
"A report on the April, 1983 fire at Central Community Home in Worcester, Massachusetts",LOIOM40369,3519,1619,Mitsuru Adachi,English,Realistic Fiction
Report on the analysis of friction costs associated with the Massachusetts Workers' compensation system,NXYXD98718,4744,4306,Carter Brown,German,Psychology
"Report on the preparedness of the Commonwealth of Massachusetts to address the year 2000 computer date issue : April 17, 1997 to October 21, 1997",TZVDM58956,3914,1262,Enid Blyton,German,Thriller
Report to the legislature on the siting of the Hampden County Jail and House of Correction,VWNDE51518,7138,3407,Akira Toriyama,Urdu,Comic
"Resolutions submitted prior to ... convention, Massachusetts State Labor Council, AFL-CIO",AANMR90406,6337,3450,Arthur Hailey,French,Meta Fiction
Review of current research,BJSLN32205,5131,4133,Moiz ul Haq,German,Drama
Safeguarding the public from fire : a strategy for the Commonwealth : the report of the Secretary's Task Force on Fire & Building Safety,PZOKY87477,2883,2232,Patricia Cornwell,French,Classic
Report of examination of homeowner insurance availability in the Metropolitan Boston area,TZDOD37434,8085,2283,R. L. Stine,Turkish,Classic
Report of the Special Subcommittee on Foster Care,JXYYK25208,6425,909,Agatha Christie,Korean,Realistic Fiction
Report of the Trustees of the Boston Metropolitan District : under section 2 of chapter 383 of the Acts of 1929,BDMVS31826,8883,4064,Debbie Macomber,French,Suspense
"Results of first Massachusetts Biodiversity Days, June 9-11, 2000",HGPFS32912,1560,555,Zane Grey,Urdu,Drama
The revival of interest in the country church,YCXLE21550,4860,621,Masashi Kishimoto,Korean,Psychology
Senator Thomas Norton releases review of court interpreters services,GUCCH64018,3306,3006,Eleanor Hibbert,Japanise,Crime
Public employee pension reform act of 1985 : proposal,AHGNC27216,5785,324,Karl May,German,History
The Public health nurse,YLLGX45309,2526,441,Mary Higgins Clark,Japanise,Medicine
Independent state auditor's report on the activities of the Amherst Housing Authority ...,IRBCD32312,3732,1194,Nicholas Sparks,French,Mystery
Index,RKDMB62367,6825,4261,Jin Yong,Korean,Novel
Index,OXMGA57675,9590,805,Cao Xueqin,Japanise,Mystery
"Illustrated guide to historic Plymouth, Massachusetts, 1921",WDZWK13607,2036,537,Akira Toriyama,Japanise,Literary
Images of the Pioneer Valley : a guide to our historic heritage,ZXCWF82839,7809,767,Stephen King,French,Literary
J. Harry Rich State Forest,DEXLR95973,4587,1665,Gérard de Villier,Japanise,Drama
List of certified home health agencies,JMDCV17224,4599,4711,Yasuo Uchida,Spanish,Realistic Fiction
L'Oeuvre d'art,VKUOP18426,2268,3991,Masashi Kishimoto,German,Psychology
Logan Airside Improvements Planning Project : supplemental draft environmental impact statement/final environmental impact report,OSXNB82548,1412,2754,James A. Michener,Russian,Literary
Long Wharf: archaeological testing of Parcel D-10,TWHYG66145,4794,2851,Alistair MacLean,Russian,Novel
Legislative proposals,PLOWR44472,9464,3377,Lewis Carroll,Urdu,Technical
Fraud detection and prosecution : combatting the fraud tax,ARJVX27083,6242,4252,Zane Grey,Japanise,History
Genesee farmer,UKHBT52451,9549,4711,Ryōtarō Shiba,Russian,Poetry
Genesee farmer,UOAMD93501,9376,4203,Michael Crichton,Spanish,Psychology
"The gentleman's stable guide: containing a familiar description of the American stable; the most approved method of feeding, grooming and general management of horses; together with directions for the care of carriages, harness, etc.",UPQYJ15940,5136,940,Denise Robins,Japanise,Crime
Guidelines for the education of deaf and hard of hearing students,TRNFO69924,9767,2400,David Baldacci,Korean,Technical
Guidelines for campus police hate crime training,EJQHH98932,9337,3107,Sidney Sheldon,French,Short Story
"Hampshire County Court records, Inferior Court of Common Pleas, General Sessions of the Peace, 1677-1837",ZMQGD29834,1347,4804,Ian Fleming,Japanise,Medicine
"House Post Audit and Oversight Bureau review : medication administration program : DMH, DMR",AUPLI12809,1627,2770,Dean Koontz,Urdu,Literary
Howard H. Sweet eliminates emissions of five chemicals,JSVSP84702,2728,3439,Richard Scarry,Turkish,Horror
Finance and school reports of the town of Montague : for the year ended ..,KTTWG81111,5070,4233,Ken Follett,Urdu,Thriller
Financial programs/technical assistance for local governments and funding sources for home modifications,PZFNE58001,8532,2422,Alexander Pushkin,French,Realistic Fiction
Financial statistics for lobbyists,UBGNP52782,2386,4296,Denise Robins,French,Poetry
Financing the cranberry crop. Submitted in partial fulfillment of the requirements of the Graduate School of Banking conducted by the American Banking Association at Rutgers University,KMNRQ96689,3819,796,Ken Follett,German,Drama
Deering corn machines,HBXGT57590,1891,252,Erskine Caldwell,Korean,History
Demonstration of a public-private partnership for long term care insurance : request for proposals,VKJYK48827,5299,1525,Carter Brown,French,Novel
Increasing the common wealth : the economic impact of UMASS Amherst,RXACI69302,8694,1359,David Baldacci,Turkish,Poetry
"Quarterly credit card issuer's report pursuant to Massachusetts General Laws, Chapter 140, Section 114C, as of",NSLUC46076,2145,3971,Hajime Isayam,Turkish,Short Story
"School aid to Massachusetts cities and towns, chapter 70 amended",AVJYF90098,3209,473,Hajime Isayam,German,Technical
Secondary treatment facilities plan : draft report,LBHGW96167,4938,3128,Clive Cussler,Turkish,Classic
Shorthorn,STHRI54053,9363,2757,Astrid Lindgren,Japanise,Technical
Route 53 corridor study : Pembroke/Duxbury/Kingston,MJOUE70057,4606,2432,Mary Higgins Clark,Turkish,Suspense
"Route 16 capacity and safety study : Sherborn, Holliston and Milford",YZHQK94310,2000,778,Stan and Jan Berenstain,Spanish,Novel
Rubella (German measles),URHPJ41747,5351,1740,Corín Tellado,German,Thriller
The physical basis of mind ... Being the second series of Problems of life and mind,FVZLM64781,4095,4250,Jeffrey Arche,German,Crime
Physical oceanography of Massachusetts and Cape Cod Bays,KPAWW34616,8087,1118,David Baldacci,Russian,Thriller
Pension fraud : PERAC's guide to understanding and preventing pension fraud,FVHIS94684,8989,2796,Enid Blyton,Russian,Crime
The parish house in the country community,PVMIB69183,5535,2236,Danielle Steel,German,Thriller
Parker River Watershed water quality assessment report,LQRUH20381,6167,2374,Eleanor Hibbert,French,Literary
Museums,HEMIJ14975,3304,3567,Beatrix Potter,Russian,Literary
"Sol, piedra y sombras : veinte cuentistas mexicanos : guía del lector",TFVMZ20640,8136,4514,Leo Tolstoy,Urdu,Literary
Standards of judicial practice : small claims,TINMY27024,4815,1008,Hajime Isayam,Russian,Technical
Status report on the implementation of the equal employment opportunity agreement at the MBTA,MJFHV66132,1005,103,Mubashar Ahmad,German,Crime
Stone walls,AOPDD94173,3372,4811,Penny Jordan,French,Meta Fiction
Stone walls,VIOSN59161,1171,4829,Alistair MacLean,German,Mathematics
Stone walls,BQCQL57578,5363,3469,Gosho Aoyama,Urdu,Mathematics
Summer opportunities for gifted and talented students,NZXAV16699,6310,2590,Enid Blyton,Korean,Literary
Title 5 : what we have accomplished and what's ahead,IFWQV71789,3739,2230,Clive Cussler,Japanise,Drama
Shorthorn,BWBRH63737,8900,1248,Agatha Christie,Urdu,Suspense
Shorthorn,LWQLJ49928,3193,602,Richard Scarry,Urdu,Horror
Shorthorn,FVSET97568,5413,2299,Dr. Seuss,Japanise,Horror
Short-range commuter-rail alternatives on the South Shore,XTGJR35524,3234,2868,R. L. Stine,Russian,Poetry
The Signet,CRSMO16340,8724,4656,Eleanor Hibbert,Japanise,Short Story
Secondary treatment facilities plan : final report,TIIRU46125,9638,1045,Ryōtarō Shiba,English,Comic
